Total Value,Parcel ID,Map Number,Property   Location ,Township ,Land Use,Property Class,Land Area (acreage),Neighborhood Code,Zoning,Legal Desc,Utilities1,Utilities2,Utilities3
"$17,360",03.8E.1.368,03635809272421,ELIZABETH LN,Coolbaugh,911-Undevelped Land,9-Taxable,.25,03R03,R-3,LOT 82 SEC H,1-All Public,-,-
"$16,240",03.8E.1.390,03635809271142,RED SQUIRREL DR,Coolbaugh,911-Undevelped Land,9-Taxable,.20,03R03,R-3,LOT 89 SEC H,1-All Public,-,-
"$15,790",03.8E.1.416,03635809260995,SHADOW TERR,Coolbaugh,911-Undevelped Land,9-Taxable,.18,03R03,R-3,LOT 115 SEC H,1-All Public,-,-
"$16,240",03.8E.1.421,03635809168995,SHADOW TERR,Coolbaugh,911-Undevelped Land,9-Taxable,.20,03R03,R-3,LOT 120 SEC H,1-All Public,-,-
"$16,910",03.8E.1.43,03635813044967,COUNTRY PLACE DR,Coolbaugh,911-Undevelped Land,9-Taxable,.23,03R03,R-3,LOT 264 SEC H,1-All Public,-,-
"$17,360",03.8E.1.49,03635809056245,PARTRIDGE TERR,Coolbaugh,911-Undevelped Land,9-Taxable,.25,03R03,R-3,LOT 242 SEC H,1-All Public,-,-
"$17,360",03.8E.1.50,03635809057246,PARTRIDGE TERR,Coolbaugh,911-Undevelped Land,9-Taxable,.25,03R03,R-3,LOT 243 SEC H,1-All Public,-,-
"$16,910",03.8E.1.52,03635809057490,PARTRIDGE TERR,Coolbaugh,911-Undevelped Land,9-Taxable,.23,03R03,R-3,LOT 241 SEC H,1-All Public,-,-
"$17,580",03.8E.1.523,03635805087072,CHIPMUNK DR,Coolbaugh,911-Undevelped Land,9-Taxable,.26,03R03,R-3,LOT 595 SEC H,1-All Public,-,-
"$16,240",03.8E.1.548,03635805171880,BLACKBIRD DR,Coolbaugh,911-Undevelped Land,9-Taxable,.20,03R03,R-3,LOT 571 SEC H,1-All Public,-,-
"$16,240",03.8E.1.549,03635805171774,BLACKBIRD DR,Coolbaugh,911-Undevelped Land,9-Taxable,.20,03R03,R-3,LOT 572 SEC H,1-All Public,-,-
"$18,030",03.8E.1.567,03635805077733,BUMBLE BEE WAY,Coolbaugh,911-Undevelped Land,9-Taxable,.28,03R03,R-3,LOT 591 SEC H,1-All Public,-,-
"$16,240",03.8E.1.588,03635805077689,RACCOON TR,Coolbaugh,911-Undevelped Land,9-Taxable,.20,03R03,R-3,LOT 590 SEC H,1-All Public,-,-
"$18,700",03.8E.1.591,03635805079822,CHIPMUNK DR,Coolbaugh,911-Undevelped Land,9-Taxable,.31,03R03,R-3,LOT 587 SEC H,1-All Public,-,-
"$16,240",03.8E.1.61,03635809052703,NATURES DR,Coolbaugh,911-Undevelped Land,9-Taxable,.20,03R03,R-3,LOT 230 SEC H,1-All Public,-,-
"$17,360",03.8E.1.629,03635809065755,BEAR TRAIL DR,Coolbaugh,911-Undevelped Land,9-Taxable,.25,03R03,R-3,LOT 474 SEC H,1-All Public,-,-
"$16,690",03.8E.1.630,03635809066744,BEAR TRAIL DR,Coolbaugh,911-Undevelped Land,9-Taxable,.22,03R03,R-3,LOT 475 SEC H,1-All Public,-,-
"$17,580",03.8E.1.666,03635809060431,MOOSE LN,Coolbaugh,911-Undevelped Land,9-Taxable,.26,03R03,R-3,LOT 451 SEC H,1-All Public,-,-
"$16,240",03.8E.1.68,03635809054458,PARTRIDGE TERR,Coolbaugh,911-Undevelped Land,9-Taxable,.20,03R03,R-3,LOT 237 SEC H,1-All Public,-,-
"$16,240",03.8E.1.70,03635809055472,PARTRIDGE TERR,Coolbaugh,911-Undevelped Land,9-Taxable,.20,03R03,R-3,LOT 239 SEC H,8-Electric,-,-
"$17,580",03.8E.1.96,03635809050812,GARDEN DR,Coolbaugh,911-Undevelped Land,9-Taxable,.26,03R03,R-3,LOT 288 SEC H,1-All Public,-,-
"$16,240",03.8E.1.99,03634812958770,TURTLE LN,Coolbaugh,911-Undevelped Land,9-Taxable,.20,03R03,R-3,LOT 299 SEC H,8-Electric,2-PUBLIC WATER,-
"$1,640",03.9.1.7-8,03635800852075,W OF LR 949,Coolbaugh,911-Undevelped Land,9-Taxable,.23,03R01,R-2,LOT 8,9-None,-,-
"$5,780",03.92879.7T,03635601190800T7,4118 WHITE ROCK LN,Coolbaugh,141-Mobile Homes/Parks,9-Taxable, ,03C06TP, ,LOT 5,3-Public Sewer,2-PUBLIC WATER,8-Electric
"$19,150",03.9A.1.28,03635812850373,WOODSIDE DR,Coolbaugh,911-Undevelped Land,9-Taxable,.33,03R03,R-3,LOT 212 SEC E,1-All Public,-,-
"$21,280",03.9A.1.292,03635815644634,SHORE DR,Coolbaugh,911-Undevelped Land,9-Taxable,.50,03R03,R-3,LOT 122 SEC E,1-All Public,-,-
"$17,360",03.9A.1.61,03635811773370,PEMBROOK DR,Coolbaugh,911-Undevelped Land,9-Taxable,.25,03R03,R-3,LOT 244 SEC E,1-All Public,-,-
"$17,360",03.9A.1.98,03635811752501,LEDGEWOOD DR,Coolbaugh,911-Undevelped Land,9-Taxable,.25,03R03,R-3,LOT 281 SEC E,1-All Public,-,-
"$12,880",03.9B.1.134,03635918409637,IDLEWILD DR,Coolbaugh,911-Undevelped Land,9-Taxable,.28,03R02,R-3,LOT 200 SEC J,1-All Public,-,-
"$11,760",03.9B.1.187,03635919509059,WESTWOOD DR,Coolbaugh,911-Undevelped Land,9-Taxable,.21,03R02,R-3,LOT 182 SEC J,1-All Public,-,-
"$11,440",03.9B.1.193,03635919507360,FAIRVIEW CT,Coolbaugh,911-Undevelped Land,9-Taxable,.19,03R02,R-3,LOT 176 SEC J,1-All Public,-,-
"$11,920",03.9B.1.213,03635919504969,BRANDYWINE TERR,Coolbaugh,911-Undevelped Land,9-Taxable,.22,03R02,R-3,LOT 231 SEC J,1-All Public,-,-
"$11,760",03.9B.1.22,03635807596929,IDLEWILD DR,Coolbaugh,911-Undevelped Land,9-Taxable,.21,03R02,R-3,LOT 86 SEC J,1-All Public,-,-
"$13,680",03.9B.1.224,03635919601996,BRANDYWINE DR,Coolbaugh,911-Undevelped Land,9-Taxable,.33,03R02,R-3,LOT 121 SEC J,1-All Public,-,-
"$14,240",03.9B.1.225,03635919602818,BRANDYWINE DR,Coolbaugh,911-Undevelped Land,9-Taxable,.38,03R02,R-3,LOT 120 SEC J,1-All Public,-,-
"$13,520",03.9B.1.228,03635919602665,9137 BRANDYWINE DR,Coolbaugh,911-Undevelped Land,9-Taxable,.32,03R02,R-3,LOT 117 SEC J,1-All Public,-,-
"$15,120",03.9B.1.61,03635918414073,JASMINE DR,Coolbaugh,911-Undevelped Land,9-Taxable,.49,03R02,R-3,LOT 47 SEC J,1-All Public,-,-
"$13,840",03.9B.1.7,03635807695327,PENN TE,Coolbaugh,911-Undevelped Land,9-Taxable,.34,03R02,R-3,LOT 101 SEC J,1-All Public,-,-
"$13,040",03.9B.2.102,03635919608902,WHIPPOORWILL WAY,Coolbaugh,911-Undevelped Land,9-Taxable,.29,03R02,R-3,LOT 31 SEC L,1-All Public,-,-
"$12,240",03.9B.2.128,03635919700650,WHIPPOORWILL WAY,Coolbaugh,911-Undevelped Land,9-Taxable,.24,03R02,R-3,LOT 17 SEC L,1-All Public,-,-
"$12,720",03.9B.2.132,03635919701350,WHIPPOORWILL WAY,Coolbaugh,911-Undevelped Land,9-Taxable,.27,03R02,R-3,LOT 13 SEC L,1-All Public,-,-
"$14,320",03.9B.2.43,03635919712823,WATERFRONT DR,Coolbaugh,911-Undevelped Land,9-Taxable,.39,03R02,R-3,LOT 89 SEC L,1-All Public,-,-
"$1,220",03.9B.2.48,03635919710635,WATERFRONT DR,Coolbaugh,912-Non-Perk,9-Taxable,.24,03R02,R-3,LOT 85 SEC L,1-All Public,-,-
"$12,400",03.9B.2.60,03635919720111,SKYVIEW TERR,Coolbaugh,911-Undevelped Land,9-Taxable,.25,03R02,R-3,LOT 73 SEC L,1-All Public,-,-
"$13,360",03.9B.2.73,03635919626291,SKYVIEW TERR,Coolbaugh,911-Undevelped Land,9-Taxable,.31,03R02,R-3,LOT 57 SEC L,1-All Public,-,-
"$12,240",03.9B.2.81,03635919626312,OVERLOOK DR,Coolbaugh,911-Undevelped Land,9-Taxable,.24,03R02,R-3,LOT 49 SEC L,1-All Public,-,-
"$13,040",03.9C.1.102,03635918326000,FAIRMOUNT TE,Coolbaugh,911-Undevelped Land,9-Taxable,.29,03R02,R-3,LOT 673 SEC J,1-All Public,-,-
"$13,040",03.9C.1.103,03635918325026,FAIRMOUNT TE,Coolbaugh,911-Undevelped Land,9-Taxable,.29,03R02,R-3,LOT 674 SEC J,6-Septic,5-WELL,8-Electric
"$13,040",03.9C.1.104,03635918324151,FAIRMOUNT TE,Coolbaugh,911-Undevelped Land,9-Taxable,.29,03R02,R-3,LOT 675 SEC J,1-All Public,-,-
"$13,520",03.9C.1.105,03635918323186,FAIRMOUNT TE,Coolbaugh,911-Undevelped Land,9-Taxable,.32,03R02,R-3,LOT 676 SEC J,1-All Public,-,-
"$12,240",03.9C.1.118,03635918321115,FAIRMOUNT TE,Coolbaugh,911-Undevelped Land,9-Taxable,.24,03R02,R-3,LOT 689 SEC J,1-All Public,-,-
"$12,080",03.9C.1.120,03635918322045,FAIRMOUNT TE,Coolbaugh,911-Undevelped Land,9-Taxable,.23,03R02,R-3,LOT 691 SEC J,1-All Public,-,-
"$11,600",03.9C.1.132,03635918312951,IDLEWILD DR,Coolbaugh,911-Undevelped Land,9-Taxable,.20,03R02,R-3,LOT 703 SEC J,1-All Public,-,-
"$11,760",03.9C.1.133,03635918311996,IDLEWILD DR,Coolbaugh,911-Undevelped Land,9-Taxable,.21,03R02,R-3,LOT 704 SEC J,1-All Public,-,-
"$11,280",03.9C.1.143,03635918219935,IDLEWILD DR,Coolbaugh,911-Undevelped Land,9-Taxable,.18,03R02,R-3,LOT 336 SEC J,1-All Public,-,-
"$11,760",03.9C.1.152,03635918314576,IDLEWILD DR,Coolbaugh,911-Undevelped Land,9-Taxable,.21,03R02,R-3,LOT 327 SEC J,1-All Public,-,-
"$10,960",03.9C.1.161,03635918410126,IDLEWILD DR,Coolbaugh,911-Undevelped Land,9-Taxable,.16,03R02,R-3,LOT 318 SEC J,1-All Public,-,-
"$11,760",03.9C.1.163,03635918411047,IDLEWILD DR,Coolbaugh,911-Undevelped Land,9-Taxable,.21,03R02,R-3,LOT 316 SEC J,1-All Public,-,-
"$12,400",03.9C.1.176,03635918316652,IDLEWILD DR,Coolbaugh,911-Undevelped Land,9-Taxable,.25,03R02,R-3,LOT 303 SEC J,1-All Public,-,-
"$11,760",03.9C.1.186,03635918412352,FAIRMOUNT WAY,Coolbaugh,911-Undevelped Land,9-Taxable,.21,03R02,R-3,LOT 293 SEC J,1-All Public,-,-
"$12,240",03.9C.1.217,03635918420479,STONY HOLLOW RD,Coolbaugh,911-Undevelped Land,9-Taxable,.24,03R02,R-3,LOT 343 SEC J,1-All Public,-,-
"$12,400",03.9C.1.228,03635918414838,FAIRMOUNT WAY,Coolbaugh,911-Undevelped Land,9-Taxable,.25,03R02,R-3,LOT 378 SEC J,1-All Public,-,-
"$14,080",03.9C.1.242,03635918418703,BREEZEWAY TE,Coolbaugh,911-Undevelped Land,9-Taxable,.36,03R02,R-3,LOT 283 SEC J,1-All Public,-,-
"$14,160",03.9C.1.243,03635918418786,BREEZEWAY TE,Coolbaugh,911-Undevelped Land,9-Taxable,.37,03R02,R-3,LOT 282 SEC J,1-All Public,-,-
"$13,200",03.9C.1.255,03635918425142,FAIRMOUNT WAY,Coolbaugh,911-Undevelped Land,9-Taxable,.30,03R02,R-3,LOT 392 SEC J,1-All Public,-,-
"$12,400",03.9C.1.256,03635918425129,FAIRMOUNT WAY,Coolbaugh,911-Undevelped Land,9-Taxable,.25,03R02,R-3,LOT 391 SEC J,1-All Public,-,-
"$12,720",03.9C.1.271,03635914428617,9824 DEERWOOD DR,Coolbaugh,911-Undevelped Land,9-Taxable,.27,03R02,R-3,LOT 425 SEC J,1-All Public,-,-
"$12,720",03.9C.1.279,03635918429473,AUBURN TE,Coolbaugh,911-Undevelped Land,9-Taxable,.27,03R02,R-3,LOT 417 SEC J,1-All Public,-,-
"$12,560",03.9C.1.297,03635919525406,WESTWOOD DR,Coolbaugh,911-Undevelped Land,9-Taxable,.26,03R02,R-3,LOT 440 SEC J,1-All Public,-,-
"$12,080",03.9C.1.307,03635919522331,MILLWOOD DR,Coolbaugh,911-Undevelped Land,9-Taxable,.23,03R02,R-3,LOT 401 SEC J,1-All Public,-,-
"$12,240",03.9C.1.337,03635919515801,WESTWOOD DR,Coolbaugh,911-Undevelped Land,9-Taxable,.24,03R02,R-3,LOT 249 SEC J,1-All Public,-,-
"$12,880",03.9C.1.357,03635919526287,JUNIPER DR,Coolbaugh,911-Undevelped Land,9-Taxable,.28,03R02,R-3,LOT 459 SEC J,1-All Public,-,-
"$12,400",03.9C.1.393,03635914424602,DEERWOOD DR,Coolbaugh,911-Undevelped Land,9-Taxable,.25,03R02,R-3,LOT 533 SEC J,1-All Public,-,-
"$14,960",03.9C.1.424,03635915532216,JUNIPER DR,Coolbaugh,911-Undevelped Land,9-Taxable,.47,03R02,R-3,LOT 480 SEC J,1-All Public,-,-
"$14,800",03.9C.1.425,03635915531234,JUNIPER DR,Coolbaugh,911-Undevelped Land,9-Taxable,.45,03R02,R-3,LOT 481 SEC J,1-All Public,-,-
"$14,960",03.9C.1.429,03635914438129,JUNIPER DR,Coolbaugh,911-Undevelped Land,9-Taxable,.47,03R02,R-3,LOT 485 SEC J,6-Septic,5-WELL,8-Electric
"$14,720",03.9C.1.431,03635914436154,JUNIPER DR,Coolbaugh,911-Undevelped Land,9-Taxable,.44,03R02,R-3,LOT 487 SEC J,1-All Public,-,-
"$14,880",03.9C.1.434,03635914434061,JUNIPER DR,Coolbaugh,911-Undevelped Land,9-Taxable,.46,03R02,R-3,LOT 490 SEC J,1-All Public,-,-
"$14,640",03.9C.1.441,03635914432184,STONY HOLLOW DR,Coolbaugh,911-Undevelped Land,9-Taxable,.43,03R02,R-3,LOT 574 SEC J,1-All Public,-,-
"$20,600",03.9C.1.452,03635914438693,9657 STONY HOLLOW CIR,Coolbaugh,911-Undevelped Land,9-Taxable,1.50,03R02,R-3,LOT 585R SEC J,1-All Public,-,-
"$16,720",03.9C.1.455,03635915530771,STONY HOLLOW CIR,Coolbaugh,911-Undevelped Land,9-Taxable,.69,03R02,R-3,LOT 587 SEC J,8-Electric,-,-
"$12,240",03.9C.1.461,03635914445123,STONY HOLLOW CIR,Coolbaugh,911-Undevelped Land,9-Taxable,.24,03R02,R-3,LOT 594 SEC J,1-All Public,-,-
"$13,680",03.9C.1.5,03635914339961,STONY HOLLOW CIR,Coolbaugh,911-Undevelped Land,9-Taxable,.33,03R02,R-3,LOT 601 SEC J,1-All Public,-,-
"$13,840",03.9C.1.81,03635914325641,DEERWOOD TE,Coolbaugh,911-Undevelped Land,9-Taxable,.34,03R02,R-3,LOT 652 SEC J,1-All Public,-,-
"$12,880",03.9C.1.87,03635918328499,STONY HOLLOW DR,Coolbaugh,911-Undevelped Land,9-Taxable,.28,03R02,R-3,LOT 658 SEC J,1-All Public,-,-
"$14,000",03.9C.1.89,03635918328364,STONY HOLLOW DR,Coolbaugh,911-Undevelped Land,9-Taxable,.35,03R02,R-3,LOT 660 SEC J,1-All Public,-,-
"$11,120",03.9D.1.100,03635916847866,STARLIGHT TE,Coolbaugh,911-Undevelped Land,9-Taxable,.17,03R02,R-3,LOT 350 SEC L,1-All Public,-,-
"$12,080",03.9D.1.108,03635916941757,STARLIGHT TE,Coolbaugh,911-Undevelped Land,9-Taxable,.23,03R02,R-3,LOT 358 SEC L,1-All Public,-,-
"$12,240",03.9D.1.121,03635916947116,WINDING WAY,Coolbaugh,911-Undevelped Land,9-Taxable,.24,03R02,R-3,LOT 417 SEC L,1-All Public,-,-
"$11,920",03.9D.1.137,03635916946101,FAIRHAVEN DR,Coolbaugh,911-Undevelped Land,9-Taxable,.22,03R02,R-3,LOT 433 SEC L,1-All Public,-,-
"$11,280",03.9D.1.144,03635916944026,FAIRHAVEN DR,Coolbaugh,911-Undevelped Land,9-Taxable,.18,03R02,R-3,LOT 440 SEC L,1-All Public,-,-
"$12,240",03.9D.1.154,03635916847471,BONNYVIEW LN,Coolbaugh,911-Undevelped Land,9-Taxable,.24,03R02,R-3,LOT 391 SEC L,1-All Public,-,-
"$12,880",03.9D.1.163,03635916843110,BONNYVIEW LN,Coolbaugh,911-Undevelped Land,9-Taxable,.28,03R02,R-3,LOT 400 SEC L,6-Septic,2-PUBLIC WATER,8-Electric
"$12,240",03.9D.1.173,03635916845524,FAIRHAVEN DR,Coolbaugh,911-Undevelped Land,9-Taxable,.24,03R02,R-3,LOT 364 SEC L,6-Septic,2-PUBLIC WATER,8-Electric
"$12,240",03.9D.1.174,03635916844478,FAIRHAVEN DR,Coolbaugh,911-Undevelped Land,9-Taxable,.24,03R02,R-3,LOT 365 SEC L,1-All Public,-,-
"$12,240",03.9D.1.177,03635916843239,FAIRHAVEN DR,Coolbaugh,911-Undevelped Land,9-Taxable,.24,03R02,R-3,LOT 368 SEC L,1-All Public,-,-
"$12,400",03.9D.1.183,03635916832879,FAIRHAVEN DR,Coolbaugh,911-Undevelped Land,9-Taxable,.25,03R02,R-3,LOT 374 SEC L,1-All Public,-,-
"$12,720",03.9D.1.184,03635916833812,FAIRHAVEN DR,Coolbaugh,911-Undevelped Land,9-Taxable,.27,03R02,R-3,LOT 375 SEC L,1-All Public,-,-
"$12,080",03.9D.1.200,03635916941190,FOXLEDGE DR,Coolbaugh,911-Undevelped Land,9-Taxable,.23,03R02,R-3,LOT 450 SEC L,1-All Public,-,-
"$11,920",03.9D.1.204,03635916934941,FOXLEDGE DR,Coolbaugh,911-Undevelped Land,9-Taxable,.22,03R02,R-3,LOT 454 SEC L,1-All Public,-,-
"$12,080",03.9D.1.240,03635916729705,WINDING WAY,Coolbaugh,911-Undevelped Land,9-Taxable,.23,03R02,R-3,LOT 226 SEC L,6-Septic,2-PUBLIC WATER,8-Electric
"$12,400",03.9D.1.244,03635916727555,WINDING WAY,Coolbaugh,911-Undevelped Land,9-Taxable,.25,03R02,R-3,LOT 222 SEC L,1-All Public,-,-
"$12,880",03.9D.1.258,03635920820408,WATERFRONT DR,Coolbaugh,911-Undevelped Land,9-Taxable,.28,03R02,R-3,LOT 208 SEC L,8-Electric,-,-
"$14,480",03.9D.1.259,03635916729663,LAKESIDE DR,Coolbaugh,911-Undevelped Land,9-Taxable,.41,03R02,R-3,LOT 207 SEC L,1-All Public,-,-
"$13,200",03.9D.1.269,03635916823897,WATERFRONT DR,Coolbaugh,911-Undevelped Land,9-Taxable,.30,03R02,R-3,LOT 197 SEC L,1-All Public,-,-
"$14,400",03.9D.1.272,03635916832055,GRACE TE,Coolbaugh,911-Undevelped Land,9-Taxable,.40,03R02,R-3,LOT 194 SEC L,1-All Public,-,-
"$11,920",03.9D.1.282,03635916836548,CLEREMONT DR,Coolbaugh,911-Undevelped Land,9-Taxable,.22,03R02,R-3,LOT 270 SEC L,1-All Public,-,-
"$1,190",03.9D.1.285,03635916837776,CLEREMONT DR,Coolbaugh,911-Undevelped Land,9-Taxable,.22,03R02,R-3,LOT 267 SEC L,1-All Public,-,-
"$12,400",03.9D.1.292,03635916931748,2924 MELODY LN,Coolbaugh,911-Undevelped Land,9-Taxable,.25,03R02,R-3,LOT 471 SEC L,1-All Public,-,-
"$13,200",03.9D.1.303,03635916839743,MELODY LN,Coolbaugh,911-Undevelped Land,9-Taxable,.30,03R02,R-3,LOT 482 SEC L,6-Septic,2-PUBLIC WATER,8-Electric
"$7,280",03.9D.1.304,03635916930522,LAKESIDE DR,Coolbaugh,911-Undevelped Land,9-Taxable,.42,03R02,R-3, ,1-All Public,-,-
"$14,000",03.9D.1.315,03635916838229,VERA CT,Coolbaugh,911-Undevelped Land,9-Taxable,.35,03R02,R-3,LOT 244 SEC L,1-All Public,-,-
"$14,080",03.9D.1.6,03635920715929,WINDING WAY,Coolbaugh,911-Undevelped Land,9-Taxable,.36,03R02,R-3,LOT 294 SEC L,8-Electric,-,-
"$14,000",03.9D.1.62,03635915734161,CLEARVIEW LN,Coolbaugh,911-Undevelped Land,9-Taxable,.35,03R02,R-3,LOT 135 SEC L,-,-,8-Electric
"$15,920",03.9D.1.63,03635915734041,CLEARVIEW LN,Coolbaugh,911-Undevelped Land,9-Taxable,.59,03R02,R-3,LOT 134 SEC L,-,-,8-Electric
"$12,880",03.9D.1.95,03635916940693,STARLIGHT TE,Coolbaugh,911-Undevelped Land,9-Taxable,.28,03R02,R-3,LOT 345 SEC L,1-All Public,-,-
"$12,560",03.9E.1.113,03635808990479,BLACK BIRCH WAY,Coolbaugh,911-Undevelped Land,9-Taxable,.26,03R02,R-3,LOT 181 SEC K,8-Electric,-,-
"$12,880",03.9E.1.139,03635920906805,JEWEL TE,Coolbaugh,911-Undevelped Land,9-Taxable,.28,03R02,R-3,LOT 234 SEC K,1-All Public,-,-
"$12,400",03.9E.1.158,03636917000743,BIRCH WAY,Coolbaugh,911-Undevelped Land,9-Taxable,.25,03R02,R-3,LOT 253 SEC K,8-Electric,-,-
"$12,560",03.9E.1.162,03635920908458,BLACK BIRCH WAY,Coolbaugh,911-Undevelped Land,9-Taxable,.26,03R02,R-3,LOT 257 SEC K,1-All Public,-,-
"$12,080",03.9E.1.172,03636917000415,BIRCH WAY,Coolbaugh,911-Undevelped Land,9-Taxable,.23,03R02,R-3,LOT 267 SEC K,1-All Public,-,-
"$12,240",03.9E.1.206,03636917013524,WINDING WAY,Coolbaugh,911-Undevelped Land,9-Taxable,.24,03R02,R-3,LOT 301 SEC K,1-All Public,-,-
"$11,920",03.9E.1.212,03636917013781,WINDING WAY,Coolbaugh,911-Undevelped Land,9-Taxable,.22,03R02,R-3,LOT 321 SEC K,1-All Public,-,-
"$13,200",03.9E.1.220,03635920919601,KNOLLWOOD DR,Coolbaugh,911-Undevelped Land,9-Taxable,.30,03R02,R-3,LOT 376 SEC K,1-All Public,-,-
"$12,240",03.9E.1.242,03635920807258,KNOLLWOOD DR,Coolbaugh,911-Undevelped Land,9-Taxable,.24,03R02,R-3,LOT 105 SEC K,1-All Public,-,-
"$12,080",03.9E.1.270,03635920915388,ROLLING HILLS DR,Coolbaugh,911-Undevelped Land,9-Taxable,.23,03R02,R-3,LOT 371 SEC K,8-Electric,-,-
"$14,000",03.9E.1.271,03635920916446,ROLLING HILLS DR,Coolbaugh,911-Undevelped Land,9-Taxable,.35,03R02,R-3,LOT 372 SEC K,1-All Public,-,-
"$11,920",03.9E.1.272,03635920917426,ROLLING HILLS DR,Coolbaugh,911-Undevelped Land,9-Taxable,.22,03R02,R-3,SEC K,1-All Public,-,-
"$12,240",03.9E.1.276,03635920918873,ROLLING HILLS DR,Coolbaugh,911-Undevelped Land,9-Taxable,.24,03R02,R-3,LOT 403 SEC K,1-All Public,-,-
"$11,920",03.9E.1.280,03635920917817,1755 ROLLING HILLS DR,Coolbaugh,911-Undevelped Land,9-Taxable,.22,03R02,R-3,LOT 408 SEC K,1-All Public,-,-
"$12,400",03.9E.1.304,03635920804387,ROLLING HILLS DR,Coolbaugh,911-Undevelped Land,9-Taxable,.25,03R02,R-3,LOT 71 SEC K,8-Electric,-,-
"$12,720",03.9E.1.313,03635920806807,WATERFRONT DR,Coolbaugh,911-Undevelped Land,9-Taxable,.27,03R02,R-3,LOT 62 SEC K,1-All Public,-,-
"$11,920",03.9E.1.318,03635920819114,1440 WATERFRONT DR,Coolbaugh,911-Undevelped Land,9-Taxable,.22,03R02,R-3,LOT 57 SEC K,8-Electric,-,-
"$13,360",03.9E.1.319,03635920819179,WATERFRONT DR,Coolbaugh,911-Undevelped Land,9-Taxable,.31,03R02,R-3,LOT 56 SEC K,1-All Public,-,-
"$12,720",03.9E.1.326,03635920914620,WATERFRONT DR,Coolbaugh,911-Undevelped Land,9-Taxable,.27,03R02,R-3,LOT 427 SEC K,8-Electric,-,-
"$12,080",03.9E.1.83,03635808896456,BLACK BIRCH WAY,Coolbaugh,911-Undevelped Land,9-Taxable,.23,03R02,R-3,LOT 151 SEC K,1-All Public,-,-
"$12,240",03.9E.1.85,03635808897387,1523 BLACK BIRCH WAY,Coolbaugh,911-Undevelped Land,9-Taxable,.24,03R02,R-3,LOT 153 SEC K,8-Electric,-,-
"$12,560",03.9F.1.127,03636917022124,KNOLLWOOD DR,Coolbaugh,911-Undevelped Land,9-Taxable,.26,03R02,R-3,LOT 384 SEC K EXT,1-All Public,-,-
"$12,240",03.9F.1.13,03635916937196,FAIRHAVEN DR,Coolbaugh,911-Undevelped Land,9-Taxable,.24,03R02,R-3,LOT 821 SEC K EXT,1-All Public,-,-
"$12,240",03.9F.1.148,03636913026731,KNOLLWOOD DR,Coolbaugh,911-Undevelped Land,9-Taxable,.24,03R02,R-3,LOT 753 K EXT,1-All Public,-,-
"$13,200",03.9F.1.163,03636913120545,WINDING WAY,Coolbaugh,911-Undevelped Land,9-Taxable,.30,03R02,R-3,LOT 743 SEC K EXT,1-All Public,-,-
"$12,240",03.9F.1.17,03635916926908,FOXLEDGE DR,Coolbaugh,911-Undevelped Land,9-Taxable,.24,03R02,R-3,LOT 472 SEC K EXT,1-All Public,-,-
"$14,480",03.9F.1.170,03636917025299,MAYWOOD DR,Coolbaugh,911-Undevelped Land,9-Taxable,.41,03R02,R-3,LOT 339 SEC K EXT,1-All Public,-,-
"$11,920",03.9F.1.18,03635916936026,FOXLEDGE DR,Coolbaugh,911-Undevelped Land,9-Taxable,.22,03R02,R-3,LOT 473 SEC K,6-Septic,2-PUBLIC WATER,8-Electric
"$11,920",03.9F.1.20,03635916936251,FOXLEDGE DR,Coolbaugh,911-Undevelped Land,9-Taxable,.22,03R02,R-3,LOT 475 SEC K EXT,1-All Public,-,-
"$14,560",03.9F.1.214,03636913125843,WINDING WAY,Coolbaugh,911-Undevelped Land,9-Taxable,.42,03R02,R-3,LOT 647 SEC K EXT,1-All Public,-,-
"$18,080",03.9F.1.216,03636913126636,WINDING WAY,Coolbaugh,911-Undevelped Land,9-Taxable,.86,03R02,R-3,LOT 645 SEC K EXT,1-All Public,-,-
"$11,760",03.9F.1.232,03636913230841,1294 WINDING WAY,Coolbaugh,111-Household Units,9-Taxable,.21,03R02,R-3,LOT 629 SEC K EXT,1-All Public,-,-
"$13,360",03.9F.1.259,03636913230534,WINDING WAY,Coolbaugh,911-Undevelped Land,9-Taxable,.31,03R02,R-3,LOT 573 SEC K EXT,1-All Public,-,-
"$12,400",03.9F.1.279,03636913037144,SHADYSIDE DR,Coolbaugh,911-Undevelped Land,9-Taxable,.25,03R02,R-3,LOT 688 SEC K EXT,1-All Public,-,-
"$13,040",03.9F.1.282,03636913035237,HORSHOE BEND,Coolbaugh,911-Undevelped Land,9-Taxable,.29,03R02,R-3,LOT 685 SEC K EXT,1-All Public,-,-
"$14,000",03.9F.1.296,03636913037637,BEVERLY CT,Coolbaugh,911-Undevelped Land,9-Taxable,.35,03R02,R-3,LOT 716 SEC K EXT,1-All Public,-,-
"$12,400",03.9F.1.301,03636913037920,HORSHOE BEND,Coolbaugh,911-Undevelped Land,9-Taxable,.25,03R02,R-3,LOT 677 SEC K EXT,1-All Public,-,-
"$13,200",03.9F.1.303,03636913048024,HORSHOE BEND,Coolbaugh,911-Undevelped Land,9-Taxable,.30,03R02,R-3,LOT 675 SEC K EXT,1-All Public,-,-
"$12,720",03.9F.1.307,03636913130999,HORSHOE BEND,Coolbaugh,911-Undevelped Land,9-Taxable,.27,03R02,R-3,LOT 671 SEC K EXT,1-All Public,-,-
